央视频道,#genre#
CCTV1,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226016/index.m3u8$IPV4『线路1』
CCTV1,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226559/index.m3u8$IPV4『线路2』
CCTV1,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226514/index.m3u8$IPV4『线路3』
CCTV1,https://tv.bfsu.edu.cn/hls/cctv1hd.m3u8$IPV4『线路4』
CCTV1,http://123.254.110.101:5000/6000000001000029752/wasusyt/index.m3u8$IPV4『线路5』
CCTV1,http://123.254.110.101:5000/5000000004000002226/bestzb/index.m3u8$IPV4『线路6』
CCTV1,http://123.254.110.101:5000/1000000005000265001/ystenlive/index.m3u8$IPV4『线路7』
CCTV1,http://120.192.226.35:8009/hls/501/index.m3u8$IPV4『线路8』
CCTV1,https://rthktv33-live.akamaized.net/hls/live/2101641/RTHKTV33/stream05/streamPlaylist.m3u8?$IPV4『线路9』
CCTV1,http://180.105.209.130:55555/itv/6000000001000029752.m3u8?cdn=wasusyt$IPV4『线路10』
CCTV1,http://60.29.124.66:6080/hls/12/index.m3u8$IPV4『线路11』
CCTV1,http://110.53.52.63:8888/newlive/live/hls/2/live.m3u8$IPV4『线路12』
CCTV1,http://175.31.21.146:4480/hls/1/index.m3u8$IPV4『线路13』
CCTV1,http://39.170.52.236:808/hls/1/index.m3u8$IPV4『线路14』
CCTV1,http://113.140.12.230:8888/newlive/live/hls/15/live.m3u8$IPV4『线路15』
CCTV1,http://60.219.176.250:9003//hls/101/index.m3u8$IPV4『线路16』
CCTV1,http://211.67.191.23/hls/cctv1hd/index.m3u8$IPV4『线路17』
CCTV1,http://1.24.39.180:9003/hls/1/index.m3u8$IPV4『线路18』
CCTV1,http://112.81.218.254:35455/gaoma/cctv1.m3u8$IPV4『线路19』
CCTV1,http://141.147.156.146:5566/TVOD/1000000005000265001/ystenlive/index.m3u8$IPV4『线路20』
CCTV1,http://47.242.229.105:35455/gaoma/cctv1.m3u8$IPV4『线路21』
CCTV1,http://36.32.174.67:60080/newlive/live/hls/14/live.m3u8$IPV4『线路22』
CCTV1,http://58.210.168.86:10800/newlive/live/hls/1/live.m3u8$IPV4『线路23』
CCTV1,http://219.135.180.210:18888/hls/1/index.m3u8$IPV4『线路24』
CCTV1,http://112.46.85.60:8009/hls/501/index.m3u8$IPV4『线路25』
CCTV1,http://222.219.183.103:8089/hls/1/index.m3u8$IPV4『线路26』
CCTV1,http://183.184.10.34:9003//hls/1/index.m3u8$IPV4『线路27』
CCTV1,http://124.93.18.238:9003//hls/1/index.m3u8$IPV4『线路28』
CCTV1,http://dx.hdaccp.com:35455/itv/1000000005000265001.m3u8?cdn=ystenlive$IPV4『线路29』
CCTV1,https://api.olelive.com/dis/live/CCTV1HD/hls.m3u8$IPV4『线路30』
CCTV2,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226540/index.m3u8$IPV4『线路1』
CCTV2,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225588/index.m3u8$IPV4『线路2』
CCTV2,https://tv.bfsu.edu.cn/hls/cctv2hd.m3u8$IPV4『线路3』
CCTV2,http://123.254.110.101:5000/1000000001000023315/ystenlive/index.m3u8$IPV4『线路4』
CCTV2,http://123.254.110.101:5000/6000000001000014161/wasusyt/index.m3u8$IPV4『线路5』
CCTV2,http://120.192.226.35:8009/hls/502/index.m3u8$IPV4『线路6』
CCTV2,https://api.olelive.com/dis/live/CCTV2HD/hls.m3u8$IPV4『线路7』
CCTV2,http://180.105.209.130:55555/itv/1000000001000023315.m3u8?cdn=ystenlive$IPV4『线路8』
CCTV2,http://60.29.124.66:6080/hls/13/index.m3u8$IPV4『线路9』
CCTV2,http://110.53.52.63:8888/newlive/live/hls/3/live.m3u8$IPV4『线路10』
CCTV2,http://124.93.18.238:9003//hls/2/index.m3u8$IPV4『线路11』
CCTV2,http://39.170.52.236:808/hls/2/index.m3u8$IPV4『线路12』
CCTV2,http://113.140.12.230:8888/newlive/live/hls/3/live.m3u8$IPV4『线路13』
CCTV2,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226540/index.m3u8$IPV4『线路14』
CCTV2,http://60.219.176.250:9003//hls/102/index.m3u8$IPV4『线路15』
CCTV2,http://211.67.191.23/hls/cctv2hd/index.m3u8$IPV4『线路16』
CCTV2,http://1.24.39.180:9003/hls/2/index.m3u8$IPV4『线路17』
CCTV2,http://112.81.218.254:35455/gaoma/cctv2.m3u8$IPV4『线路18』
CCTV2,http://141.147.156.146:5566/TVOD/1000000001000023315/ystenlive/index.m3u8$IPV4『线路19』
CCTV2,http://36.32.174.67:60080/newlive/live/hls/2/live.m3u8$IPV4『线路20』
CCTV2,http://58.210.168.86:10800/newlive/live/hls/2/live.m3u8$IPV4『线路21』
CCTV2,http://221.226.51.220:50081/newlive/live/hls/2/live.m3u8$IPV4『线路22』
CCTV2,http://home.kuaidi521.com:35455/gaoma/cctv2.m3u8$IPV4『线路23』
CCTV2,http://219.135.180.210:18888/hls/2/index.m3u8$IPV4『线路24』
CCTV2,http://116.77.32.59:8277/streams/d/cctv2/playlist.m3u8$IPV4『线路25』
CCTV2,http://113.140.86.162:8009/hls/502/index.m3u8$IPV4『线路26』
CCTV2,http://112.46.85.60:8009/hls/502/index.m3u8$IPV4『线路27』
CCTV2,http://222.219.183.103:8089/hls/2/index.m3u8$IPV4『线路28』
CCTV2,http://175.31.21.146:4480/hls/2/index.m3u8$IPV4『线路29』
CCTV2,http://61.134.204.158:9003//hls/2/index.m3u8$IPV4『线路30』
CCTV2,http://183.184.10.34:9003//hls/2/index.m3u8$IPV4『线路31』
CCTV2,http://dx.hdaccp.com:35455/itv/1000000001000023315.m3u8?cdn=ystenlive$IPV4『线路32』
CCTV3,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226021/index.m3u8$IPV4『线路1』
CCTV3,http://120.192.226.35:8009/hls/3/index.m3u8$IPV4『线路2』
CCTV3,https://tv.bfsu.edu.cn/hls/cctv3hd.m3u8$IPV4『线路3』
CCTV3,http://123.254.110.101:5000/6000000001000022313/wasusyt/index.m3u8$IPV4『线路4』
CCTV3,http://123.254.110.101:5000/1000000005000265003/ystenlive/index.m3u8$IPV4『线路5』
CCTV3,http://58.17.48.228:808/hls/3/index.m3u8$IPV4『线路6』
CCTV3,https://api.olelive.com/dis/live/CCTV3HD/hls.m3u8$IPV4『线路7』
CCTV3,http://116.77.32.59:8277/streams/d/cctv3/playlist.m3u8$IPV4『线路8』
CCTV3,http://180.105.209.130:55555/itv/6000000001000022313.m3u8?cdn=wasusyt$IPV4『线路9』
CCTV3,http://60.29.124.66:6080/hls/14/index.m3u8$IPV4『线路10』
CCTV3,http://110.53.52.63:8888/newlive/live/hls/4/live.m3u8$IPV4『线路11』
CCTV3,http://124.93.18.238:9003//hls/3/index.m3u8$IPV4『线路12』
CCTV3,http://113.140.12.230:8888/newlive/live/hls/4/live.m3u8$IPV4『线路13』
CCTV3,http://47.242.229.105:35455/gaoma/cctv3.m3u8$IPV4『线路14』
CCTV3,http://39.170.52.236:808/hls/3/index.m3u8$IPV4『线路15』
CCTV3,http://219.135.180.210:18888/hls/3/index.m3u8$IPV4『线路16』
CCTV3,http://60.219.176.250:9003//hls/103/index.m3u8$IPV4『线路17』
CCTV3,http://211.67.191.23/hls/cctv3hd/index.m3u8$IPV4『线路18』
CCTV3,http://1.24.39.180:9003/hls/3/index.m3u8$IPV4『线路19』
CCTV3,http://112.81.218.254:35455/gaoma/cctv3.m3u8$IPV4『线路20』
CCTV3,http://141.147.156.146:5566/TVOD/1000000005000265003/ystenlive/index.m3u8$IPV4『线路21』
CCTV3,http://home.kuaidi521.com:35455/gaoma/cctv3.m3u8$IPV4『线路22』
CCTV3,http://58.210.168.86:10800/newlive/live/hls/3/live.m3u8$IPV4『线路23』
CCTV3,http://60.223.224.176:8888/newlive/live/hls/4/live.m3u8$IPV4『线路24』
CCTV3,http://113.140.86.162:8009/hls/3/index.m3u8$IPV4『线路25』
CCTV3,http://112.46.85.60:8009/hls/3/index.m3u8$IPV4『线路26』
CCTV3,http://dx.hdaccp.com:35455/itv/1000000005000265003.m3u8?cdn=ystenlive$IPV4『线路27』
CCTV3,http://61.134.204.158:9003//hls/3/index.m3u8$IPV4『线路28』
CCTV4,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226428/index.m3u8$IPV4『线路1』
CCTV4,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226007/index.m3u8$IPV4『线路2』
CCTV4,https://tv.bfsu.edu.cn/hls/cctv4hd.m3u8$IPV4『线路3』
CCTV4,http://123.254.110.101:5000/5000000011000031102/bestzb/index.m3u8$IPV4『线路4』
CCTV4,http://123.254.110.101:5000/1000000005000265004/ystenlive/index.m3u8$IPV4『线路5』
CCTV4,http://120.192.226.35:8009/hls/4/index.m3u8$IPV4『线路6』
CCTV4,https://api.olelive.com/dis/live/CCTV4HD/hls.m3u8$IPV4『线路7』
CCTV4,http://60.29.124.66:6080/hls/15/index.m3u8$IPV4『线路8』
CCTV4,http://110.53.52.63:8888/newlive/live/hls/5/live.m3u8$IPV4『线路9』
CCTV4,http://124.93.18.238:9003//hls/4/index.m3u8$IPV4『线路10』
CCTV4,http://221.226.51.220:50081/newlive/live/hls/4/live.m3u8$IPV4『线路11』
CCTV4,http://api2.52tb.xyz/info?id=5&token=20230120rdbtgv$IPV4『线路12』
CCTV4,http://39.170.52.236:808/hls/4/index.m3u8$IPV4『线路13』
CCTV4,http://113.140.12.230:8888/newlive/live/hls/5/live.m3u8$IPV4『线路14』
CCTV4,http://219.135.180.210:18888/hls/4/index.m3u8$IPV4『线路15』
CCTV4,http://60.219.176.250:9003//hls/104/index.m3u8$IPV4『线路16』
CCTV4,http://211.67.191.23/hls/cctv4hd/index.m3u8$IPV4『线路17』
CCTV4,http://1.24.39.180:9003/hls/4/index.m3u8$IPV4『线路18』
CCTV4,http://112.81.218.254:35455/gaoma/cctv4.m3u8$IPV4『线路19』
CCTV4,http://112.81.218.254:35455/gaoma/cctv4k.m3u8$IPV4『线路20』
CCTV4,http://141.147.156.146:5566/TVOD/1000000005000265004/ystenlive/index.m3u8$IPV4『线路21』
CCTV4,http://47.242.229.105:35455/gaoma/cctv4k.m3u8$IPV4『线路22』
CCTV4,http://home.kuaidi521.com:35455/gaoma/cctv4k.m3u8$IPV4『线路23』
CCTV4,http://47.242.229.105:35455/gaoma/cctv4.m3u8$IPV4『线路24』
CCTV4,http://home.kuaidi521.com:35455/gaoma/cctv4.m3u8$IPV4『线路25』
CCTV4,http://36.32.174.67:60080/newlive/live/hls/4/live.m3u8$IPV4『线路26』
CCTV4,http://58.210.168.86:10800/newlive/live/hls/4/live.m3u8$IPV4『线路27』
CCTV4,http://113.140.86.162:8009/hls/4/index.m3u8$IPV4『线路28』
CCTV4,http://112.46.85.60:8009/hls/4/index.m3u8$IPV4『线路29』
CCTV4,http://222.219.183.103:8089/hls/4/index.m3u8$IPV4『线路30』
CCTV4,http://183.184.10.34:9003//hls/4/index.m3u8$IPV4『线路31』
CCTV4,http://dx.hdaccp.com:35455/itv/1000000005000265004.m3u8?cdn=ystenlive$IPV4『线路32』
CCTV5,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226019/index.m3u8$IPV4『线路1』
CCTV5,https://tv.bfsu.edu.cn/hls/cctv5hd.m3u8$IPV4『线路2』
CCTV5,http://123.254.110.101:5000/1000000005000025222/ystenlive/index.m3u8$IPV4『线路3』
CCTV5,http://123.254.110.101:5000/1000000005000265005/ystenlive/index.m3u8$IPV4『线路4』
CCTV5,http://120.192.226.35:8009/hls/503/index.m3u8$IPV4『线路5』
CCTV5,http://58.17.48.228:808/hls/5/index.m3u8$IPV4『线路6』
CCTV5,https://api.olelive.com/dis/live/CCTV5HD/hls.m3u8$IPV4『线路7』
CCTV5,http://180.105.209.130:55555/itv/1000000005000025222.m3u8?cdn=ystenlive$IPV4『线路8』
CCTV5,http://180.105.209.130:55555/itv/6000000001000015875.m3u8?cdn=wasusyt$IPV4『线路9』
CCTV5,http://223.105.252.61/PLTV/4/224/3221228502/index.m3u8?servicetype=1$IPV4『线路10』
CCTV5,http://60.29.124.66:6080/hls/16/index.m3u8$IPV4『线路11』
CCTV5,http://110.53.52.63:8888/newlive/live/hls/6/live.m3u8$IPV4『线路12』
CCTV5,http://124.93.18.238:9003//hls/5/index.m3u8$IPV4『线路13』
CCTV5,http://113.140.12.230:8888/newlive/live/hls/6/live.m3u8$IPV4『线路14』
CCTV5,http://api3.52tb.xyz/info?id=7&token=20230402fxrjwi$IPV4『线路15』
CCTV5,http://39.170.52.236:808/hls/5/index.m3u8$IPV4『线路16』
CCTV5,http://60.219.176.250:9003//hls/105/index.m3u8$IPV4『线路17』
